"","hitter","launch_angle","exit_velo","BIP","single","double","triple","home_run","woba","woba_bip","whiff_rate","foul_percent","strikeout_percent"
"215","Suzuki, Seiya",11,108.322333663351,417,103,29,4,20,0.355868902439024,0.435611510791367,0.208606173994387,0.401309635173059,0.250381679389313
"216","Myers, Wil",12,107.77136879378,1278,293,104,5,81,0.339693396226415,0.458881064162754,0.286320254506893,0.374867444326617,0.30558183538316
"217","Blackmon, Charlie",12,106.402254284906,1985,434,144,30,101,0.37214494875549,0.424735516372796,0.179617575264443,0.41659886086249,0.182417582417582
"218","Taylor, Michael A.",12,107.476572495949,1118,272,78,12,53,0.323417366946779,0.43309481216458,0.307599517490953,0.35524728588661,0.297979797979798
"219","Ramírez, José",12,106.714301261724,1855,328,140,18,107,0.377132262051916,0.39455525606469,0.142580019398642,0.407613967022308,0.128247422680412
"220","Brinson, Lewis",12,108.806752421655,596,110,38,7,23,0.279934210526316,0.361409395973154,0.32978126752664,0.33595064498037,0.282417582417582
"221","Escobar, Yunel",12,107.187087824505,279,62,18,1,6,0.330662983425414,0.348745519713262,0.179054054054054,0.349662162162162,0.138504155124654
"222","Reynolds, Matt",12,105.329037129491,227,47,11,2,6,0.27824427480916,0.333700440528634,0.337434094903339,0.263620386643234,0.300254452926209
"223","Riddle, JT",12,103.770889058671,490,89,26,4,15,0.271189024390244,0.318775510204082,0.241758241758242,0.344040574809806,0.203363914373089
"224","Flowers, Tyler",12,108.533051355575,485,126,30,2,25,0.348152709359606,0.435670103092784,0.286885245901639,0.381830601092896,0.276202219482121
"225","Acuña Jr., Ronald",12,112.905009354408,1190,262,89,12,106,0.420027777777778,0.501806722689076,0.240263819095477,0.38536432160804,0.212813370473538
"226","Correa, Carlos",12,109.409249337043,1813,386,137,7,110,0.360108168593808,0.427495863210149,0.220832434763856,0.388397670907915,0.220643231114435
"227","Mercer, Jordy",12,103.886574962494,857,170,72,5,27,0.316213921901528,0.368494749124854,0.196883116883117,0.357922077922078,0.203058623619371
"228","Robertson, Daniel",12,105.812142702562,667,158,39,6,17,0.322943925233645,0.363793103448276,0.247459653317394,0.353855349671249,0.238540692235734
"229","Castro, Jason",12,107.244273429425,467,88,34,0,32,0.321691176470588,0.409207708779443,0.321377331420373,0.343615494978479,0.300982800982801
"230","Mazara, Nomar",12,109.711144872909,1176,256,77,2,52,0.322675120772947,0.381164965986395,0.246039443905593,0.373747171031361,0.213333333333333
"231","Culberson, Charlie",12,104.383551787105,572,125,39,6,19,0.309043778801843,0.391870629370629,0.303164556962025,0.334810126582278,0.268742791234141
"232","Almonte, Abraham",12,106.908247401549,370,73,24,7,13,0.342375886524823,0.376216216216216,0.245689655172414,0.355603448275862,0.207815275310835
"233","Pérez, Roberto",12,108.815247099316,548,108,25,1,39,0.3075,0.389507299270073,0.314839572192513,0.318850267379679,0.300639658848614
"234","Laureano, Ramón",12,108.052981588096,714,153,64,8,43,0.35668449197861,0.454621848739496,0.277804759592035,0.375424963574551,0.268270944741533
"235","Beltré, Adrián",12,103.743383724033,462,105,32,1,18,0.350080515297907,0.384199134199134,0.194368755676658,0.386012715712988,0.163166397415186
"236","Martin, Richie",12,104.443996307759,268,61,14,3,4,0.265458937198068,0.321268656716418,0.286089238845144,0.362204724409449,0.272946859903382
"237","Adrianza, Ehire",12,103.107815420453,709,148,56,8,23,0.334874371859296,0.377150916784203,0.184178743961353,0.38707729468599,0.193353474320242
"238","Gonzalez, Marwin",12,106.073383155762,1192,243,77,2,62,0.319337485843715,0.381501677852349,0.239756722151088,0.378681177976953,0.23539421440726
"239","Anderson, Brian",12,107.594280675185,1288,289,92,9,51,0.339940239043825,0.401164596273292,0.264535684761642,0.380545604849821,0.239900249376559
"240","Mateo, Jorge",12,107.727655885678,622,117,44,7,26,0.299137931034483,0.373151125401929,0.291445427728614,0.341592920353982,0.256243213897937
"241","Evans, Phillip",12,106.21250336918,301,71,17,1,10,0.341686460807601,0.375581395348837,0.219224283305228,0.27318718381113,0.176610978520286
"242","Frazier, Adam",12,102.268239639095,1945,433,129,20,46,0.344293924466338,0.357789203084833,0.137857142857143,0.399047619047619,0.116776315789474
"243","Lucroy, Jonathan",12,104.243942551703,820,176,47,4,16,0.309769008662175,0.318231707317073,0.11084191399152,0.392489400363416,0.127045235803657
"244","Pillar, Kevin",12,106.391212155984,1457,279,109,7,61,0.329586909871245,0.374571036376115,0.197306791569087,0.376170960187354,0.164876476906552
"245","Beckham, Gordon",12,105.375917945907,224,33,18,3,6,0.275730994152047,0.324107142857143,0.274706867671692,0.350083752093802,0.254385964912281
"246","Hernández, Teoscar",12,110.008361853517,1087,235,83,10,79,0.345926563396443,0.465823367065317,0.328763127187865,0.35414235705951,0.297530155083285
"247","Stallings, Jacob",12,103.90735944698,675,139,39,1,15,0.289989939637827,0.317111111111111,0.233830845771144,0.346393034825871,0.209514170040486
"248","Wolters, Tony",12,100.23131036117,585,140,30,7,5,0.305635491606715,0.328034188034188,0.196020633750921,0.372881355932203,0.189675870348139
"249","Renfroe, Hunter",12,110.171786601289,1656,298,132,3,118,0.335171568627451,0.418961352657005,0.264699205448354,0.359364358683314,0.248670756646217
"250","Williamson, Mac",12,108.124928598135,215,46,7,2,11,0.29198250728863,0.371395348837209,0.339256865912762,0.313408723747981,0.287390029325513
"251","Mullins, Cedric",12,105.822264872303,1152,220,81,16,52,0.338032078963603,0.382074652777778,0.212364652462452,0.384910932588194,0.194186765615337
"252","Schebler, Scott",12,108.035041150932,668,119,49,2,48,0.338724035608309,0.409955089820359,0.282877079978529,0.358561460010735,0.240832507433102
"253","Moran, Colin",12,106.035412627884,911,229,55,2,29,0.3207656612529,0.373819978046103,0.235066609368285,0.373442200257843,0.213457076566125
"254","Gardner, Brett",12,104.393951906367,1321,262,63,13,52,0.328783924843424,0.352346707040121,0.156836461126005,0.400469168900804,0.18586387434555
"255","Healy, Ryon",12,107.999602679078,784,147,57,0,53,0.327276867030965,0.407461734693878,0.260800842992624,0.326132771338251,0.235186873290793
"256","Vázquez, Christian",12,103.739618958277,1175,273,75,2,30,0.306221792392005,0.348808510638298,0.181028240405503,0.393555394641564,0.183225806451613
"257","Jones, Adam",12,105.966262517256,1047,229,63,1,47,0.334008843036109,0.381423113658071,0.229582235604065,0.376364320662401,0.171828908554572
"258","Albies, Ozzie",12,105.208174224758,1920,369,136,19,104,0.350432730133753,0.395052083333333,0.219419419419419,0.395995995995996,0.168902920284136
"259","Rengifo, Luis",12,106.090024723338,802,171,40,6,28,0.314903403863845,0.351745635910224,0.231854838709677,0.363911290322581,0.180811808118081
"260","Braun, Ryan",12,109.744426255406,799,147,67,2,48,0.342622222222222,0.403566958698373,0.226984900146128,0.383828543594739,0.208407871198569
"261","Call, Alex",12,104.926288367002,327,73,15,1,10,0.316139240506329,0.329816513761468,0.190981432360743,0.375331564986737,0.183544303797468
"262","Hampson, Garrett",12,102.934724354797,729,159,48,11,19,0.309252506836828,0.37318244170096,0.217919075144509,0.360693641618497,0.245886654478976
"263","García, Luis",12,106.006131804785,508,108,30,5,11,0.299765990639626,0.33001968503937,0.191216834400732,0.344007319304666,0.148902821316614
"264","Knizner, Andrew",12,106.717649154298,431,88,30,0,13,0.304704944178628,0.344199535962877,0.24032403240324,0.371737173717372,0.21405750798722
"265","Reyes, Pablo",12,105.306557948901,316,67,19,1,9,0.322169811320755,0.345886075949367,0.191626409017713,0.29951690821256,0.163120567375887
"266","Reynolds, Bryan",12,108.751728561751,1153,257,84,11,63,0.371775147928994,0.432610581092801,0.25142675967026,0.383322764743183,0.208407341622262
"267","Espinal, Santiago",12,103.383319498494,585,134,37,1,12,0.32257636122178,0.338632478632479,0.156178923426839,0.400303260045489,0.135818908122503
"268","Rivera, Emmanuel",12,107.167255761705,399,79,32,2,10,0.293659420289855,0.350125313283208,0.246575342465753,0.332982086406744,0.218181818181818
"269","Lowe, Josh",12,107.274491454484,317,72,31,2,16,0.332456140350877,0.451892744479495,0.310642377756472,0.38542665388303,0.303326810176125
"270","Duran, Jarren",12,108.503627932497,355,85,48,5,12,0.361497326203209,0.492394366197183,0.275471698113208,0.389622641509434,0.296428571428571
"271","Montero, Elehuris",12,107.131783338815,214,44,16,2,13,0.320720720720721,0.44018691588785,0.344370860927152,0.301324503311258,0.303303303303303
"272","Miller, Owen",12,105.224139935344,604,140,45,1,16,0.315297619047619,0.367798013245033,0.177576601671309,0.401810584958217,0.207389749702026
"273","Thomas, Alek",12,107.403675944184,361,69,27,4,9,0.290789473684211,0.345567867036011,0.262370540851554,0.322209436133487,0.216599190283401
"274","Vaughn, Andrew",12,109.074914612329,848,175,64,5,40,0.345431255337319,0.394457547169811,0.209160305343511,0.359287531806616,0.190435525192143
"275","Duran, Ezequiel",12,109.624306209748,347,81,29,4,20,0.348710317460317,0.456051873198847,0.272821576763485,0.367219917012448,0.258964143426295
"276","Kim, Ha-Seong",12,105.661387118428,747,156,47,6,24,0.32255985267035,0.355555555555556,0.190612478534631,0.381797366914711,0.199445983379501
"277","Witt Jr., Bobby",12,109.77078675776,682,143,39,9,34,0.325133689839572,0.389296187683284,0.237347294938918,0.365910413030832,0.210075026795284
"278","Stott, Bryson",12,104.574954406522,626,145,36,4,18,0.310151691948658,0.355271565495208,0.157894736842105,0.449874686716792,0.192488262910798
"279","Greene, Riley",12,109.865169952314,379,111,28,9,16,0.371451104100946,0.49023746701847,0.2418410041841,0.441004184100418,0.290679304897314
"280","Steer, Spencer",12,106.233244703821,361,73,29,2,19,0.358579335793358,0.406509695290859,0.220111731843575,0.376536312849162,0.207024029574861
"281","Donovan, Brendan",12,105.170632150225,517,135,24,1,16,0.359357541899441,0.377176015473888,0.138020833333333,0.4140625,0.152447552447552
"282","Pasquantino, Vinnie",12,106.761204067493,390,79,24,0,19,0.35078431372549,0.363589743589744,0.159907300115875,0.388180764774044,0.128205128205128
"283","Burleson, Alec",12,105.748883746842,262,40,17,1,7,0.301223241590214,0.306488549618321,0.170940170940171,0.381196581196581,0.117647058823529
"284","Pollock, AJ",13,105.856213954844,1454,271,112,11,67,0.329084645669291,0.38191196698762,0.230637324949986,0.353815375821663,0.204825209256524
"285","Freese, David",13,107.980765757989,563,153,37,3,27,0.375114416475973,0.445559502664298,0.248829431438127,0.374581939799331,0.227324913892078
"286","Sánchez, Gary",13,112.803913729267,1039,170,61,2,104,0.348502444987775,0.436910490856593,0.286648313833448,0.355815554026153,0.262996941896024
"287","Tauchman, Mike",13,105.46544091164,440,85,28,4,17,0.314868603042877,0.36625,0.258190327613105,0.398595943837753,0.257975034674064
"288","Polanco, Gregory",13,109.182093831921,836,148,53,10,43,0.316490228013029,0.362739234449761,0.241659538066724,0.399486740804106,0.219950940310711
"289","Sánchez, Yolmer",13,103.758807230679,1035,235,54,19,19,0.313788395904437,0.358260869565217,0.218147448015123,0.39054820415879,0.206967213114754
"290","Pinder, Chad",13,108.61329244341,895,179,78,3,57,0.330110701107011,0.431731843575419,0.274414850686037,0.364406779661017,0.274408284023669
"291","Goodwin, Brian",13,105.824471783147,634,117,47,6,30,0.317294350842418,0.391246056782334,0.275983558426307,0.35173223722842,0.270564915758176
"292","Kendrick, Howie",13,108.374492382958,588,150,55,4,22,0.38970207253886,0.452125850340136,0.20839469808542,0.358615611192931,0.174870466321244
"293","Upton, Justin",13,109.239508661729,933,199,65,1,81,0.368395618556701,0.471757770632369,0.291848617176128,0.36863173216885,0.27666451195863
"294","Mauer, Joe",13,105.229113930223,657,146,56,1,10,0.338426966292135,0.347640791476408,0.125674633770239,0.367771781033153,0.144943820224719
"295","Springer, George",13,110.231114951908,1998,430,110,8,146,0.378163336838416,0.428578578578579,0.235843433339956,0.366779256904431,0.18789584799437
"296","Conforto, Michael",13,107.856022740294,1297,266,86,3,92,0.356070209653827,0.422744795682344,0.252227923305428,0.397515527950311,0.240234375
"297","Smith, Kevan",13,104.718702604842,506,128,31,0,8,0.311016949152542,0.339426877470356,0.187996469549868,0.36540158870256,0.152777777777778
"298","Caratini, Victor",13,108.303795716381,765,170,37,2,30,0.322528433945757,0.358366013071895,0.2146829810901,0.359844271412681,0.211218229623138
"299","Zobrist, Ben",13,102.601609779839,778,170,43,4,19,0.334411196911197,0.335539845758355,0.146484375,0.347005208333333,0.128875968992248
"300","Hamilton, Billy",13,98.0760713154074,985,216,48,19,9,0.273347251217815,0.315634517766497,0.224728151429722,0.378574305275876,0.230822873082287
"301","McGuire, Reese",13,103.881916950087,466,95,40,2,10,0.313030303030303,0.353218884120172,0.201241134751773,0.38563829787234,0.204892966360856
"302","Ibáñez, Andy",13,106.268910054698,336,66,28,4,13,0.337614678899083,0.388095238095238,0.226063829787234,0.327127659574468,0.172413793103448
"303","Fowler, Dexter",13,105.564228150373,789,140,46,10,35,0.320799347471452,0.360963244613435,0.244455159112825,0.375120540019286,0.230016313213703
"304","Guillorme, Luis",13,101.305632550343,512,118,28,2,8,0.321638655462185,0.32958984375,0.147485080988917,0.416027280477408,0.161064425770308
"305","McCann, Brian",13,100.91992161079,640,118,28,0,31,0.315940366972477,0.32875,0.170092133238838,0.376328844790928,0.158438576349024
"306","Robles, Victor",13,105.08284659763,938,196,58,11,28,0.318917937545389,0.366684434968017,0.239139603542809,0.365246731336989,0.219636363636364
"307","Dyson, Jarrod",13,101.807489751766,744,160,27,9,11,0.283482142857143,0.297513440860215,0.173940543959519,0.355471220746363,0.170634920634921
"308","Martin, Russell",13,105.992138266941,478,96,22,0,27,0.335042735042735,0.371966527196653,0.248432601880878,0.376959247648903,0.248166259168704
"309","Forsythe, Logan",13,103.544650089302,637,145,41,1,14,0.302774974772957,0.340266875981162,0.184247538677918,0.367088607594937,0.23582995951417
"310","Galvis, Freddy",13,102.857323983299,1368,292,85,12,54,0.319596774193548,0.377229532163743,0.22487902077996,0.385710219185881,0.203663793103448
"311","Jones, JaCoby",13,108.13931375493,578,107,40,7,27,0.288526315789474,0.384602076124567,0.286382232612507,0.375803623611923,0.312236286919831
"312","Bader, Harrison",13,107.264273341103,1000,222,65,11,40,0.32396449704142,0.39755,0.255098257322951,0.374119391916945,0.251812788398154
"313","Revere, Ben",13,97.5144333831374,270,71,12,3,2,0.342765273311897,0.348148148148148,0.0888382687927107,0.296127562642369,0.0739549839228296
"314","Shaw, Travis",13,108.983136515907,959,161,62,3,76,0.340699208443272,0.405735140771637,0.237356958287191,0.408637873754153,0.247688243064729
"315","Nola, Austin",13,104.957996800723,610,120,40,1,12,0.299299065420561,0.314426229508197,0.166281755196305,0.364126250962279,0.174117647058824
"316","Trout, Mike",13,112.508620395649,1408,298,117,12,154,0.44301004805592,0.538245738636364,0.203911342894394,0.428683181225554,0.225284339457568
"317","Moncada, Yoán",13,109.514551363664,1111,271,97,15,62,0.36409632034632,0.470792079207921,0.287128712871287,0.358032577451294,0.281368821292776
"318","Gomes, Yan",13,106.085725928789,1225,262,84,0,61,0.321594120972301,0.389551020408163,0.24593023255814,0.39796511627907,0.23272933182333
"319","Lindor, Francisco",13,107.980197408722,2204,403,146,13,146,0.365180682201959,0.400725952813067,0.183173784977909,0.411082474226804,0.158998646820027
"320","Duggar, Steven",13,106.000356796108,506,124,40,6,17,0.323724792408066,0.428656126482213,0.273057371096587,0.359477124183007,0.304038004750594
"321","Chapman, Matt",13,110.260565452002,1625,286,137,17,110,0.353806623524933,0.428092307692308,0.248520710059172,0.395353933815472,0.254288982081586
"322","Heim, Jonah",13,106.351099733393,674,126,47,1,34,0.327337733773377,0.366691394658754,0.187965616045845,0.425787965616046,0.1784140969163
"323","Ortega, Rafael",13,103.817507694404,538,112,23,6,17,0.29140127388535,0.330204460966543,0.196093163035312,0.399699474079639,0.218950064020487
"324","Ward, Taylor",13,106.857656178324,796,177,48,3,45,0.351211361737678,0.413819095477387,0.218227848101266,0.37873417721519,0.225752508361204
"325","Alonso, Pete",13,112.432506816363,1281,223,72,5,121,0.370073761854584,0.436846213895394,0.244457409568261,0.381855309218203,0.217597471022129
"326","Gurriel Jr., Lourdes",13,106.667024946095,1209,271,96,5,65,0.360327074500303,0.42258064516129,0.220272904483431,0.386939571150097,0.195269860521528
"327","Thomas, Lane",13,106.699302669101,731,163,60,7,33,0.345601436265709,0.426128590971272,0.207667731629393,0.403088391906283,0.251346499102334
"328","Díaz, Isan",13,103.570290204749,224,40,18,3,9,0.318110236220472,0.391071428571429,0.368932038834951,0.268608414239482,0.282321899736148
